Module,File,Function/Method,Line Number,Model Affected,Operation Type,Current Execution Path,Creates PendingApproval,Bypasses Approval Engine,Risk Level,Recommended Refactor,Dependencies,Estimated Impact
inventory,inventory/views.py,(module),4141,AuditLog,Create,"if selected_reconciliation.progress_percent == 100 and selected_reconciliation.status != 'Completed': ||                     selected_reconciliation.status = 'Completed' ||                     selected_reconciliation.save(update_fields=['status']) ||                 AuditLog.objects.create( ||                     name='Reconciliation Scan Updated', ||                     action=f'Tape {tape.volser} scan status updated to {tape.scan_status} for {selected_reconciliation.reconciliation_id}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),4155,AuditLog,Create,"elif form_type == 'system_settings': ||             settings_form = SystemSettingsForm(request.POST, instance=application_settings) ||             if settings_form.is_valid(): ||                 settings_form.save() ||                 AuditLog.objects.create( ||                     name='System Settings Updated',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),4156,AuditLog,Create,"settings_form = SystemSettingsForm(request.POST, instance=application_settings) ||             if settings_form.is_valid(): ||                 settings_form.save() ||                 AuditLog.objects.create( ||                     name='System Settings Updated', ||                     action=f'Updated system settings by {request.user.username}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),4189,AuditLog,Create,"imported_count, message, success = import_inventory_excel_file(uploaded_file) ||                     if success: ||                         messages.success(request, message) ||                         AuditLog.objects.create( ||                             name='Inventory Import Completed', ||                             action=f'Imported {imported_count} tape records from Excel upload by {request.user.username}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),4228,,Raw SQL / Schema,"sql_statement = f'ALTER TABLE inventory_tape ADD COLUMN IF NOT EXISTS {column_name} {column_type};' ||                         sql_statements.append(sql_statement) ||                         with connection.cursor() as cursor: ||                             cursor.execute(sql_statement) ||                         log_entries.append((column_name, column_type, sql_statement))",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",Schema/SQL,Medium
inventory,inventory/views.py,(module),4232,SchemaChangeLog,Create,"log_entries.append((column_name, column_type, sql_statement)) ||  ||                     for column_name, column_type, sql_statement in log_entries: ||                         SchemaChangeLog.objects.create( ||                             column_name=column_name, ||                             detected_data_type=column_type,",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",Schema/SQL,High
inventory,inventory/views.py,(module),4249,AuditLog,Create,"imported_count, message, success = import_inventory_excel_file(workbook=workbook, file_name=pending_preview.get('file_name', 'unknown.xlsx')) ||                     if success: ||                         messages.success(request, f'Schema synchronized successfully. {len(new_columns)} new columns added. {message}') ||                         AuditLog.objects.create( ||                             name='Schema Synchronization Completed', ||                             action=f'Applied schema sync for {pending_preview.get(""file_name"", ""unknown.xlsx"")} by {request.user.username}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),4259,AuditLog,Create,"raise Exception(message) ||             except Exception as exc: ||                 messages.error(request, f'Schema synchronization failed. Database rolled back. {exc}') ||                 AuditLog.objects.create( ||                     name='Schema Synchronization Failed', ||                     action=f'Schema sync failed for {pending_preview.get(""file_name"", ""unknown.xlsx"")}: {exc}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),4271,AuditLog,Create,"elif form_type == 'edit_profile': ||             profile_form = UserProfileForm(request.POST, instance=request.user) ||             if profile_form.is_valid(): ||                 profile_form.save() ||                 AuditLog.objects.create( ||                     name='Profile Updated',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),4272,AuditLog,Create,"profile_form = UserProfileForm(request.POST, instance=request.user) ||             if profile_form.is_valid(): ||                 profile_form.save() ||                 AuditLog.objects.create( ||                     name='Profile Updated', ||                     action=f'Updated profile for {request.user.username}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),4322,AuditLog,Bulk Update,"if 'show_alerts' in request.GET: ||         show_alerts_panel = True ||         if unread_alert_ids: ||             AuditLog.objects.filter(pk__in=unread_alert_ids).update( ||                 is_read=True, ||                 read_at=timezone.now()",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,start_shipment_request,5166,Shipment,Create,"requester_name = (form.cleaned_data['requester_name'] or '').strip() ||         request_details = form.cleaned_data['request_details'].strip() ||         selected_tapes = list(form.cleaned_data.get('tapes') or []) ||         shipment = Shipment.objects.create( ||             shipment_date=timezone.localdate(), ||             shipment_type='Off-Site Transfer',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,start_shipment_request,5182,AuditLog,Create,if selected_tapes: ||             shipment.tapes.add(*selected_tapes) ||             shipment.number_of_tapes = shipment.tapes.count() ||             shipment.save(update_fields=['number_of_tapes']) ||         user_email = request.user.email or 'N/A' ||         AuditLog.objects.create(,No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,start_shipment_request,5184,AuditLog,Create,"shipment.number_of_tapes = shipment.tapes.count() ||             shipment.save(update_fields=['number_of_tapes']) ||         user_email = request.user.email or 'N/A' ||         AuditLog.objects.create( ||             name='Shipment Created', ||             action='Shipment Created',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,operations_dashboard,5255,AuditLog,Bulk Update,"profile_form = UserProfileForm(instance=request.user) ||  ||     if request.method == 'GET' and request.GET.get('mark_notifications_read') == '1': ||         AuditLog.objects.filter(severity__in=['warning', 'error'], is_read=False).update(is_read=True, read_at=timezone.now()) ||         unread_alert_count = 0",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,operations_dashboard,5288,Shipment,Create,"requester_name = (shipment_request_form.cleaned_data['requester_name'] or '').strip() ||             request_details = shipment_request_form.cleaned_data['request_details'].strip() ||             selected_tapes = list(shipment_request_form.cleaned_data.get('tapes') or []) ||             shipment = Shipment.objects.create( ||                 shipment_date=timezone.localtime(), ||                 shipment_type='Off-Site Transfer',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,operations_dashboard,5304,AuditLog,Create,if selected_tapes: ||                 shipment.tapes.add(*selected_tapes) ||                 shipment.number_of_tapes = shipment.tapes.count() ||                 shipment.save(update_fields=['number_of_tapes']) ||             user_email = request.user.email or 'N/A' ||             AuditLog.objects.create(,No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,operations_dashboard,5306,AuditLog,Create,"shipment.number_of_tapes = shipment.tapes.count() ||                 shipment.save(update_fields=['number_of_tapes']) ||             user_email = request.user.email or 'N/A' ||             AuditLog.objects.create( ||                 name='Shipment Created', ||                 action='Shipment Created',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,operations_dashboard,5325,AuditLog,Create,"if selected_reconciliation.status == 'Open': ||                 selected_reconciliation.status = 'In Progress' ||                 selected_reconciliation.scan_started_at = timezone.localtime() ||                 selected_reconciliation.save(update_fields=['status', 'scan_started_at']) ||                 AuditLog.objects.create( ||                     name='Reconciliation Started',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,operations_dashboard,5326,AuditLog,Create,"selected_reconciliation.status = 'In Progress' ||                 selected_reconciliation.scan_started_at = timezone.localtime() ||                 selected_reconciliation.save(update_fields=['status', 'scan_started_at']) ||                 AuditLog.objects.create( ||                     name='Reconciliation Started', ||                     action=f'Started reconciliation {selected_reconciliation.reconciliation_id}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,operations_dashboard,5350,AuditLog,Create,"selected_reconciliation.scan_completed_at = timezone.localtime() ||                 if selected_reconciliation.total_tapes_expected > 0: ||                     selected_reconciliation.progress_percent = 100 ||                 selected_reconciliation.save(update_fields=['status', 'scan_completed_at', 'progress_percent']) ||                 AuditLog.objects.create( ||                     name='Reconciliation Finished',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,operations_dashboard,5351,AuditLog,Create,"if selected_reconciliation.total_tapes_expected > 0: ||                     selected_reconciliation.progress_percent = 100 ||                 selected_reconciliation.save(update_fields=['status', 'scan_completed_at', 'progress_percent']) ||                 AuditLog.objects.create( ||                     name='Reconciliation Finished', ||                     action=f'Finished reconciliation {selected_reconciliation.reconciliation_id}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,operations_dashboard,5382,AuditLog,Create,"if selected_reconciliation: ||             if selected_reconciliation.status == 'Completed': ||                 selected_reconciliation.status = 'Closed' ||                 selected_reconciliation.save(update_fields=['status', 'updated_at']) ||                 AuditLog.objects.create( ||                     name='Reconciliation Closed',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,operations_dashboard,5383,AuditLog,Create,"if selected_reconciliation.status == 'Completed': ||                 selected_reconciliation.status = 'Closed' ||                 selected_reconciliation.save(update_fields=['status', 'updated_at']) ||                 AuditLog.objects.create( ||                     name='Reconciliation Closed', ||                     action=f'Closed reconciliation {selected_reconciliation.reconciliation_id}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),5492,var:tape_request_form,Save (Create/Update),if request.method == 'POST' and request.POST.get('form_type') == 'submit_tape_request': ||         if tape_request_form.is_valid(): ||             tape_request = tape_request_form.save(commit=False) ||             tape_request.requested_by = request.user ||             tape_request.save(),No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,(module),5494,AuditLog,Create,"if tape_request_form.is_valid(): ||             tape_request = tape_request_form.save(commit=False) ||             tape_request.requested_by = request.user ||             tape_request.save() ||             AuditLog.objects.create( ||                 name='Tape Request Submitted',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),5495,AuditLog,Create,"tape_request = tape_request_form.save(commit=False) ||             tape_request.requested_by = request.user ||             tape_request.save() ||             AuditLog.objects.create( ||                 name='Tape Request Submitted', ||                 action=f'{request.user.username} requested tape {tape_request.tape.volser}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),5508,AuditLog,Create,"if request.method == 'POST' and request.POST.get('form_type') == 'edit_profile': ||         profile_form = UserProfileForm(request.POST, instance=request.user) ||         if profile_form.is_valid(): ||             profile_form.save() ||             AuditLog.objects.create( ||                 name='Profile Updated',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),5509,AuditLog,Create,"profile_form = UserProfileForm(request.POST, instance=request.user) ||         if profile_form.is_valid(): ||             profile_form.save() ||             AuditLog.objects.create( ||                 name='Profile Updated', ||                 action=f'Updated profile for {request.user.username}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,_apply_role_feature_change_request,6003,Feature,Create/Update,"target_features = {feature.feature_key: feature for feature in Feature.objects.filter(feature_key__in=feature_keys, is_active=True)} ||  ||     for feature_key, feature in target_features.items(): ||         RoleFeature.objects.update_or_create( ||             role=role, ||             feature=feature,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,_apply_role_feature_change_request,6014,RoleFeature,Bulk Update,"for feature_key, feature in existing_features.items(): ||         if feature_key not in target_features: ||             RoleFeature.objects.filter(role=role, feature=feature).update(is_active=False, assigned_by=actor) ||  ||     if role.group:",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,_apply_role_feature_change_request,6019,RoleTemplate,Save (Create/Update),"if role.group: ||         template, _ = RoleTemplate.objects.get_or_create(group=role.group) ||         template.features = feature_keys ||         template.save(update_fields=['features']) ||  ||     approval.status = 'Approved'",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,_apply_role_feature_change_request,6036,var:approval,Save (Create/Update),"'previous_configuration': payload.get('previous_feature_keys', []), ||         'new_configuration': feature_keys, ||     }] ||     approval.save(update_fields=['status', 'approved_by', 'reviewed_by', 'approved_at', 'review_comment', 'rejection_reason', 'audit_history', 'updated_at']) ||     cache.clear() ||     return role",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,approval_review,6063,var:approval,Save (Create/Update),"'timestamp': timezone.localtime().isoformat(), ||                     'comment': approval.review_comment, ||                 }] ||                 approval.save(update_fields=['status', 'backup_approved_by', 'backup_approved_at', 'review_comment', 'audit_history', 'updated_at']) ||                 messages.success(request, 'Role feature change request approved by backup administrator and sent to supreme approval.') ||             elif is_role_feature_request and (is_supreme_approver(request.user) or request.user.is_superuser):",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,approval_review,6081,var:approval,Save (Create/Update),"'timestamp': timezone.localtime().isoformat(), ||                     'comment': approval.review_comment, ||                 }] ||                 approval.save(update_fields=['status', 'approved_by', 'reviewed_by', 'approved_at', 'review_comment', 'rejection_reason', 'audit_history', 'updated_at']) ||                 if related_object and hasattr(related_object, 'approval_stage'): ||                     related_object.status = 'Approved'",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,approval_review,6090,var:related_object,Save (Create/Update),"related_object.approval_date = timezone.localtime() ||                     related_object.approval_remarks = approval.review_comment ||                     related_object.last_updated_by = request.user ||                     related_object.save(update_fields=['status', 'approval_stage', 'approved_by_supreme', 'approved_by', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at']) ||                 messages.success(request, 'Approval request approved and the staged change was executed.') ||         else:",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,approval_review,6104,var:approval,Save (Create/Update),"'timestamp': timezone.localtime().isoformat(), ||                 'comment': approval.review_comment, ||             }] ||             approval.save(update_fields=['status', 'reviewed_by', 'approved_at', 'review_comment', 'rejection_reason', 'audit_history', 'updated_at']) ||             messages.warning(request, 'Approval request rejected and discarded.') ||         return redirect(reverse('supreme-approver-dashboard'))",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,shipment_approvals,6170,ShipmentApprovalHistory,Create,"shipment.approval_date = timezone.localtime() ||                 shipment.approval_remarks = comments or 'Approved by backup administrator. Pending supreme approver.' ||                 shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'approved_by', 'approved_by_backup', 'approval_stage', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at', 'courier_name', 'courier_contact', 'tracking_number', 'number_of_tapes']) ||                 ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved', comments=comments, user=request.user) ||                 AuditLog.objects.create(name='Shipment Awaiting Supreme Approval', action=f'Shipment {shipment.shipment_id} passed first-stage approval and is waiting for supreme approval.', user=request.user, severity='warning')",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_approvals,6171,ShipmentApprovalHistory,Create,"shipment.approval_remarks = comments or 'Approved by backup administrator. Pending supreme approver.' ||                 shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'approved_by', 'approved_by_backup', 'approval_stage', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at', 'courier_name', 'courier_contact', 'tracking_number', 'number_of_tapes']) ||                 ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved', comments=comments, user=request.user) ||                 AuditLog.objects.create(name='Shipment Awaiting Supreme Approval', action=f'Shipment {shipment.shipment_id} passed first-stage approval and is waiting for supreme approval.', user=request.user, severity='warning') ||                 messages.success(request, 'Shipment passed first-stage backup approval and is awaiting supreme approval.')",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_approvals,6172,ShipmentApprovalHistory,Create,"shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'approved_by', 'approved_by_backup', 'approval_stage', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at', 'courier_name', 'courier_contact', 'tracking_number', 'number_of_tapes']) ||                 ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved', comments=comments, user=request.user) ||                 AuditLog.objects.create(name='Shipment Awaiting Supreme Approval', action=f'Shipment {shipment.shipment_id} passed first-stage approval and is waiting for supreme approval.', user=request.user, severity='warning') ||                 messages.success(request, 'Shipment passed first-stage backup approval and is awaiting supreme approval.') ||                 return redirect(reverse('shipment-approvals'))",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_approvals,6184,ShipmentApprovalHistory,Create,"shipment.approval_date = timezone.localtime() ||                 shipment.approval_remarks = comments or 'Approved by supreme approver.' ||                 shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'approved_by', 'approved_by_supreme', 'approval_stage', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at']) ||                 ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved', comments=comments, user=request.user) ||                 AuditLog.objects.create(name='Shipment Approved', action=f'Shipment {shipment.shipment_id} was approved by the supreme approver.', user=request.user, severity='success')",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_approvals,6185,ShipmentApprovalHistory,Create,"shipment.approval_remarks = comments or 'Approved by supreme approver.' ||                 shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'approved_by', 'approved_by_supreme', 'approval_stage', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at']) ||                 ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved', comments=comments, user=request.user) ||                 AuditLog.objects.create(name='Shipment Approved', action=f'Shipment {shipment.shipment_id} was approved by the supreme approver.', user=request.user, severity='success') ||                 messages.success(request, 'Shipment approved and released for operations.')",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_approvals,6186,ShipmentApprovalHistory,Create,"shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'approved_by', 'approved_by_supreme', 'approval_stage', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at']) ||                 ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved', comments=comments, user=request.user) ||                 AuditLog.objects.create(name='Shipment Approved', action=f'Shipment {shipment.shipment_id} was approved by the supreme approver.', user=request.user, severity='success') ||                 messages.success(request, 'Shipment approved and released for operations.') ||                 return redirect(reverse('shipment-approvals'))",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_approvals,6200,ShipmentApprovalHistory,Create,"shipment.approval_date = timezone.localtime() ||         shipment.approval_remarks = comments or 'Shipment request was not approved.' ||         shipment.last_updated_by = request.user ||         shipment.save(update_fields=['status', 'approval_stage', 'approved_by', 'approved_by_backup', 'approved_by_supreme', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at']) ||         ShipmentApprovalHistory.objects.create(shipment=shipment, action='Rejected' if decision == 'reject' else 'Requested More Information', comments=comments, user=request.user) ||         AuditLog.objects.create(name='Shipment Decision Recorded', action=f'Shipment {shipment.shipment_id} was {shipment.status.lower()}', user=request.user, severity='warning')",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_approvals,6201,ShipmentApprovalHistory,Create,"shipment.approval_remarks = comments or 'Shipment request was not approved.' ||         shipment.last_updated_by = request.user ||         shipment.save(update_fields=['status', 'approval_stage', 'approved_by', 'approved_by_backup', 'approved_by_supreme', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at']) ||         ShipmentApprovalHistory.objects.create(shipment=shipment, action='Rejected' if decision == 'reject' else 'Requested More Information', comments=comments, user=request.user) ||         AuditLog.objects.create(name='Shipment Decision Recorded', action=f'Shipment {shipment.shipment_id} was {shipment.status.lower()}', user=request.user, severity='warning') ||         messages.warning(request, 'Shipment decision recorded.')",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_approvals,6202,ShipmentApprovalHistory,Create,"shipment.last_updated_by = request.user ||         shipment.save(update_fields=['status', 'approval_stage', 'approved_by', 'approved_by_backup', 'approved_by_supreme', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at']) ||         ShipmentApprovalHistory.objects.create(shipment=shipment, action='Rejected' if decision == 'reject' else 'Requested More Information', comments=comments, user=request.user) ||         AuditLog.objects.create(name='Shipment Decision Recorded', action=f'Shipment {shipment.shipment_id} was {shipment.status.lower()}', user=request.user, severity='warning') ||         messages.warning(request, 'Shipment decision recorded.') ||         return redirect(reverse('shipment-approvals'))",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,shipment_detail,6320,ApplicationSetting,Create,Q(rfid_tag__icontains=manifest_query) ||             ) ||  ||     application_settings = ApplicationSetting.objects.first() or ApplicationSetting.objects.create() ||     partial_request = request.GET.get('partial') == '1',No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,shipment_detail,6335,AuditLog,Create,"shipment.delivery_status = 'Delivered' ||                 shipment.delivery_notes = receipt_notes ||                 shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'received_by', 'delivery_date', 'delivery_time', 'delivery_status', 'delivery_notes', 'last_updated_by', 'last_updated_at']) ||  ||                 AuditLog.objects.create(",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,shipment_detail,6337,AuditLog,Create,"shipment.last_updated_by = request.user ||                 shipment.save(update_fields=['status', 'received_by', 'delivery_date', 'delivery_time', 'delivery_status', 'delivery_notes', 'last_updated_by', 'last_updated_at']) ||  ||                 AuditLog.objects.create( ||                     name='Shipment Received', ||                     action=f'Shipment {shipment.shipment_id} was received and marked complete',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,shipment_detail,6355,AuditLog,Create,"shipment.delivery_time = timezone.localtime().time() ||             shipment.delivery_status = 'Delivered' ||             shipment.last_updated_by = request.user ||             shipment.save(update_fields=['status', 'received_by', 'delivery_date', 'delivery_time', 'delivery_status', 'last_updated_by', 'last_updated_at']) ||             AuditLog.objects.create( ||                 name='Shipment Review Confirmed',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,shipment_detail,6356,AuditLog,Create,"shipment.delivery_status = 'Delivered' ||             shipment.last_updated_by = request.user ||             shipment.save(update_fields=['status', 'received_by', 'delivery_date', 'delivery_time', 'delivery_status', 'last_updated_by', 'last_updated_at']) ||             AuditLog.objects.create( ||                 name='Shipment Review Confirmed', ||                 action=f'Shipment {shipment.shipment_id} review was confirmed and finalized',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,shipment_detail,6380,var:shipment,Save (Create/Update),"shipment.return_courier_response_status = 'Pending' ||                 shipment.status = 'Return Requested' ||                 shipment.last_updated_by = request.user ||                 shipment.save(update_fields=[ ||                     'return_requested_by', ||                     'return_requested_at',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
